month,date,agent_id,alpha,beta,lam,pp
16,2002-05-31,19,2.5259857229796006,0.7240142770203994,0.2866264327758619,0.4360399162286529
16,2002-05-31,20,1.9870770975856784,1.2629229024143216,0.6355681437568715,0.44707203830935366
16,2002-05-31,21,2.334741285234778,0.9152587147652218,0.39201718860819507,0.4368012921618329
16,2002-05-31,24,2.7060830836360434,0.5439169163639566,0.20099786279773776,0.44470244987627616
16,2002-05-31,25,2.390554616952845,0.8594453830471549,0.3595171501007826,0.44176882720025623
16,2002-05-31,30,2.12838462141675,1.12161537858325,0.5269796479908089,0.4350555896244259
16,2002-05-31,31,2.298095928746497,0.951904071253503,0.41421424551790653,0.43515044461563457
16,2002-05-31,32,2.9106517641940775,0.33934823580592255,0.11658840125791681,0.4353057649620542
16,2002-05-31,35,1.5412784810084719,1.7087215189915281,1.1086390552040257,0.467181381626594
16,2002-05-31,40,2.0919884853769037,1.1580115146230963,0.5535458358005555,0.43507793064815786
16,2002-05-31,43,2.175729030506185,1.0742709694938148,0.4937521880856114,0.43508548903159566
16,2002-05-31,45,2.538714453836803,0.7112855461631971,0.28017548215720717,0.4358032825793412
16,2002-05-31,46,2.4631019831162053,0.7868980168837947,0.31947439540779665,0.4352081321976127
16,2002-05-31,49,2.1268626359311824,1.1231373640688176,0.5280723564815862,0.435906598746429
16,2002-05-31,53,2.4140420381308805,0.8359579618691195,0.3462897284574118,0.43575438148538204
16,2002-05-31,54,2.078339855628088,1.171660144371912,0.5637480998110526,0.4373892896797058
16,2002-05-31,55,2.1892047912224215,1.0607952087775785,0.4845573210102675,0.4351301636393987
16,2002-05-31,56,2.397004835310412,0.8529951646895881,0.35585875844890624,0.43618666244384047
16,2002-05-31,57,1.5120183827304348,1.7379816172695652,1.1494447667567913,0.4517208241032208
16,2002-05-31,58,1.8140382888704578,1.4359617111295422,0.7915829119702145,0.4653880905756145
16,2002-05-31,61,2.088108144923797,1.161891855076203,0.5564327967882166,0.4351416054584459
16,2002-05-31,62,1.5455145668936145,1.7044854331063855,1.102859506871095,0.44690738756198933
16,2002-05-31,63,1.8043992928232693,1.4456007071767307,0.8011534436565084,0.4509631540199492
16,2002-05-31,64,2.3537468578940706,0.8962531421059294,0.3807772017199077,0.4358557607234717
16,2002-05-31,65,1.9954753800016247,1.2545246199983753,0.6286845894321953,0.43512439564535854
16,2002-05-31,66,1.7723433518094884,1.4776566481905116,0.8337304657598574,0.4532439396823458
16,2002-05-31,67,1.7878196920498872,1.4621803079501128,0.8178566968761815,0.43505313406663676
16,2002-05-31,70,1.4509728203889964,1.7990271796110036,1.23987655339312,0.4388892669870197
16,2002-05-31,73,2.596858451487457,0.6531415485125431,0.2515121870190613,0.43510201518241926
16,2002-05-31,78,2.0702704154989613,1.1797295845010387,0.5698432319126335,0.436464744966793
16,2002-05-31,79,1.7818384189385155,1.4681615810614845,0.8239588761006198,0.44365855954015987
16,2002-05-31,80,2.405720075042637,0.8442799249573629,0.3509468677241676,0.43547557602327663
16,2002-05-31,81,2.0768622359003155,1.1731377640996845,0.5648606555702197,0.4371402628368382
16,2002-05-31,82,1.3675638689601939,1.8824361310398061,1.3764886406885606,0.48769077550001555
16,2002-05-31,83,2.4885560578315955,0.7614439421684045,0.30597821566932637,0.43509892991610866
16,2002-05-31,87,2.2364882141402385,1.0135117858597615,0.45317108288423535,0.4369645014257508
16,2002-05-31,88,1.5201623831913154,1.7298376168086846,1.1379294974903884,0.4658652203228463
16,2002-05-31,90,1.6278731315342498,1.6221268684657502,0.9964700792972214,0.4358566892296058
16,2002-05-31,92,2.164881031463774,1.085118968536226,0.5012372286353897,0.4365141398630219
16,2002-05-31,96,1.9832771310769433,1.2667228689230567,0.6387018985265115,0.4352938325105027
16,2002-05-31,100,2.895218577511165,0.35478142248883504,0.12254046214148641,0.43505388505203474
16,2002-05-31,101,2.7485968994459196,0.5014031005540804,0.18242147499153355,0.43508510192722133
16,2002-05-31,102,2.1741946179795613,1.0758053820204387,0.4948063862931299,0.4350932202653093
16,2002-05-31,104,2.915235037706241,0.3347649622937592,0.11483292357694708,0.4374802986063621
16,2002-05-31,105,2.3915649859059354,0.8584350140940646,0.35894279233599236,0.43569136726558255
16,2002-05-31,106,2.221448020187238,1.0285519798127618,0.46300969928887586,0.43663895777750783
16,2002-05-31,107,1.485744130895419,1.764255869104581,1.187456058158083,0.4661112028790115
16,2002-05-31,111,1.5033847970424303,1.7466152029575697,1.161788523067175,0.4532403789888462
16,2002-05-31,114,1.8428538145902138,1.4071461854097862,0.7635690765426699,0.4453315687477287
16,2002-05-31,116,2.6056892812540324,0.6443107187459676,0.24727074075228264,0.43505831715368576
16,2002-05-31,117,2.3359287070468278,0.9140712929531722,0.391309585003892,0.4354296994860835
16,2002-05-31,118,2.228523128865076,1.021476871134924,0.4583649403967072,0.4488403132054082
16,2002-05-31,119,1.438255859381535,1.811744140618465,1.2596813903456188,0.46543498362019087
16,2002-05-31,120,1.9750993119317188,1.2749006880682812,0.64548687773142,0.48044398880913386
16,2002-05-31,121,1.856269414510023,1.393730585489977,0.7508234389876339,0.4505265136770431
16,2002-05-31,122,2.037078154275755,1.212921845724245,0.5954223421317267,0.43507633586890687
16,2002-05-31,126,1.608474752922427,1.641525247077573,1.0205477232981721,0.43505434260686754
16,2002-05-31,130,1.8660225734887081,1.3839774265112919,0.741672392485485,0.4350651648329469
16,2002-05-31,132,2.7940803255361923,0.45591967446380766,0.1631734314496901,0.4351632986681033
16,2002-05-31,133,1.8479181341760862,1.4020818658239138,0.7587359201110101,0.4355706106818827
16,2002-05-31,135,1.8750176015738962,1.3749823984261038,0.7333170618088806,0.465716009152935
16,2002-05-31,137,2.8860378364139745,0.3639621635860255,0.1261113624339257,0.43514338682974635
16,2002-05-31,139,2.4025218749382873,0.8474781250617127,0.35274522738049224,0.4350662660551081
16,2002-05-31,144,1.8222521440342072,1.4277478559657928,0.7835072992725156,0.4657739518308763
16,2002-05-31,145,1.5520958529066229,1.6979041470933771,1.0939428411677654,0.4691794839951957
16,2002-05-31,148,1.681849106796729,1.568150893203271,0.9323968998562487,0.4378182707494916
16,2002-05-31,149,1.4570065158388783,1.7929934841611217,1.2306008687468342,0.43505612234833885
16,2002-05-31,151,2.522302791534484,0.727697208465516,0.2885050957830521,0.43515598339032957
16,2002-05-31,152,2.7144421225593587,0.5355578774406413,0.19729942774969955,0.4354959014498325
16,2002-05-31,154,1.7735993947323858,1.4764006052676142,0.8324318386962377,0.45363092659530363
16,2002-05-31,156,2.0986602558594822,1.1513397441405178,0.5486070177037777,0.4355131027273104
16,2002-05-31,158,2.0634122454027297,1.1865877545972703,0.5750609250482935,0.43558845059763
16,2002-05-31,159,2.2492351892889273,1.0007648107110727,0.4449356009886428,0.4351855993853673
16,2002-05-31,160,2.3637806027735566,0.8862193972264434,0.3749160967758989,0.43457554411097565
16,2002-05-31,162,2.769032574128422,0.48096742587157815,0.1736951130027667,0.43506254736899075
16,2002-05-31,165,1.7758442908265792,1.4741557091734208,0.8301154086472664,0.43506334989106804
16,2002-05-31,167,2.5319217936141363,0.7180782063858637,0.2836099472728416,0.43549307942806004
16,2002-05-31,168,2.47269154817683,0.7773084518231701,0.3143572243761244,0.4353045121062408
16,2002-05-31,170,2.8704733364417985,0.3795266635582015,0.1322174495543853,0.43507545493496436
16,2002-05-31,172,1.666407105387215,1.583592894612785,0.9503037339995098,0.459996007412925
16,2002-05-31,178,2.979032801153552,0.27096719884644793,0.09095811188836961,0.4362403672574321
16,2002-05-31,179,2.7021124822010134,0.5478875177989866,0.20276266121708716,0.4348890480603732
16,2002-05-31,182,2.706978259169124,0.5430217408308762,0.20060070264382193,0.43523022465525874
16,2002-05-31,183,1.676860491062735,1.573139508937265,0.938145729666673,0.46425750794138254
16,2002-05-31,185,2.3730341883052173,0.8769658116947827,0.36955464696490425,0.43506126445491305
16,2002-05-31,186,2.069568473711343,1.180431526288657,0.570375680381233,0.435060990208487
16,2002-05-31,191,2.826236163967893,0.4237638360321072,0.14993928725233074,0.4350619100825489
16,2002-05-31,194,2.535559848343492,0.714440151656508,0.28176820678212716,0.4366780652027055
16,2002-05-31,197,1.8983026766823197,1.3516973233176803,0.7120557432285002,0.4353830435878081
16,2002-05-31,198,2.6550456123030273,0.5949543876969727,0.2240844318982905,0.4489180322630836
16,2002-05-31,72,1.3734537702427494,1.8765462297572506,1.3662973377149656,0.43593773132762786
16,2002-05-31,2,1.456915709318144,1.793084290681856,1.2307398974516126,0.43637298442837025
16,2002-05-31,138,1.5763344515929756,1.6736655484070244,1.0617452068726216,0.4868014198378331
16,2002-05-31,11,1.2696945666395985,1.9803054333604015,1.559670715612749,0.44580129809005586
16,2002-05-31,27,1.533482760249344,1.716517239750656,1.1193586809359048,0.4819267348393624
17,2002-06-30,97,1.2449846790218237,2.0050153209781763,1.6104738915771266,0.4885829212737566
17,2002-06-30,166,1.2700362806217065,1.9799637193782935,1.5589820145996651,0.4860902864354461
17,2002-06-30,124,1.3934703559691766,1.8565296440308234,1.3323065224014639,0.47944452336221044
17,2002-06-30,33,1.1460197348799177,2.1039802651200823,1.8359022982623783,0.49507957713306255
17,2002-06-30,38,1.5581885471213177,1.6918114528786823,1.085755286806739,0.4868175476979324
17,2002-06-30,190,0.9717664187878778,2.278233581212122,2.344425097600977,0.4712561435117689
17,2002-06-30,89,0.6934973923424049,2.556502607657595,3.6863910894063703,0.4584985652137546
17,2002-06-30,39,0.8740007098899313,2.3759992901100686,2.7185324488000635,0.4462940899912039
17,2002-06-30,95,1.0791582451566604,2.1708417548433396,2.011606513304451,0.4255249893453748
17,2002-06-30,98,0.4910372781192778,2.7589627218807222,5.618642096681187,0.45669927219609374
17,2002-06-30,22,1.2249464123571379,2.025053587642862,1.6531772877689364,0.4183646018592983
17,2002-06-30,200,1.1033901004752606,2.1466098995247394,1.9454677893159773,0.42814197299987283
17,2002-06-30,146,0.9841830735027073,2.2658169264972927,2.3022311473344597,0.49866834586099174
17,2002-06-30,84,0.7091755297461857,2.5408244702538143,3.582786438165988,0.49699298215412485
17,2002-06-30,192,0.9126690812656331,2.337330918734367,2.5609840047315955,0.4898961813939178
17,2002-06-30,131,0.7191306634764367,2.5308693365235633,3.5193456002679415,0.4965474818999465
17,2002-06-30,13,2.0206290802218274,1.2293709197781726,0.6084099906367826,0.4577090336731615
17,2002-06-30,196,0.7429878474337825,2.5070121525662175,3.3742303608669055,0.49040298271332755
17,2002-06-30,91,0.6688582824612131,2.5811417175387867,3.859026321750701,0.4953203381036451
17,2002-06-30,60,0.5649577022239269,2.6850422977760733,4.75264305134091,0.49507406448000646
17,2002-06-30,68,1.0858627696721834,2.1641372303278166,1.9930117237384968,0.4567810641293129
17,2002-06-30,9,0.6023124898577512,2.647687510142249,4.395870174911292,0.4995193186690047
17,2002-06-30,109,0.515075145922123,2.734924854077877,5.309758926887506,0.49436253741060254
17,2002-06-30,128,0.647441519381629,2.602558480618371,4.019758391621336,0.4739664641409261
17,2002-06-30,169,1.1221319552624673,2.1278680447375327,1.8962725682647752,0.4657260541414874
17,2002-06-30,193,0.5875843141315866,2.6624156858684134,4.531121103536093,0.49267219334383927
17,2002-06-30,48,1.0429022858081713,2.2070977141918284,2.1163034583642633,0.4774833083911449
17,2002-06-30,173,0.9539039990609075,2.2960960009390927,2.407051446685973,0.44233551397653853
17,2002-06-30,77,1.05738283385838,2.19261716614162,2.073626595715367,0.4799022573460224
17,2002-06-30,47,1.3155655423329797,1.9344344576670203,1.4704204354855321,0.4854191473178547
17,2002-06-30,34,1.2687641915958894,1.9812358084041106,1.561547702502585,0.4742413825444971
17,2002-06-30,175,0.7026714983505499,2.5473285016494502,3.6252053877651873,0.4780837485438373
17,2002-06-30,74,0.893333586129687,2.356666413870313,2.638058671991082,0.4657324051813822
17,2002-06-30,16,0.8749064849081365,2.3750935150918635,2.7146827187379277,0.4783879885583793
17,2002-06-30,177,1.4465169150083543,1.8034830849916457,1.246776353791362,0.44644781030104513
17,2002-06-30,29,0.6742961031857565,2.5757038968142436,3.819840993660145,0.463190182175715
17,2002-06-30,108,0.9986642950741873,2.251335704925813,2.2543468471139936,0.48082195835679997
17,2002-06-30,187,1.2775587544027027,1.9724412455972973,1.5439143121988728,0.4406076894840502
17,2002-06-30,94,1.2978083717653268,1.9521916282346732,1.5042217870572294,0.41947642493666715
17,2002-06-30,76,1.0238057030604906,2.2261942969395094,2.1744304512904016,0.4504517892832612
17,2002-06-30,157,1.023392905557273,2.226607094442727,2.1757108949570663,0.4941641440216798
17,2002-06-30,171,1.0500240548853261,2.199975945114674,2.0951671867697685,0.46975606946412446
17,2002-06-30,103,0.9811423940136789,2.2688576059863212,2.3124651628851023,0.4843134346291017
17,2002-06-30,10,1.4885613292128097,1.7614386707871903,1.183316156492313,0.46844762230836645
17,2002-06-30,41,1.4521677768989094,1.7978322231010906,1.2380334088808556,0.4649604431296472
19,2002-08-31,99,0.5745162308314171,2.675483769168583,4.656933304210969,0.4641899421827891
19,2002-08-31,134,1.203891962470802,2.046108037529198,1.6995777871378737,0.41605121431916614
19,2002-08-31,123,0.482221883134695,2.767778116865305,5.739636075561931,0.4755724931540692
19,2002-08-31,52,0.27024624181526513,2.979753758184735,11.026069181090165,0.49179619331638924
19,2002-08-31,164,0.3528845294844944,2.8971154705155056,8.209811506182232,0.45431685757366036
19,2002-08-31,26,0.7852564465929108,2.4647435534070894,3.1387753186887886,0.4816440261740798
19,2002-08-31,37,0.607284139672547,2.6427158603274528,4.351695833440386,0.41515346003775305
19,2002-08-31,44,1.109008263800613,2.1409917361993873,1.9305462421552464,0.41775455509368853
19,2002-08-31,140,0.47750749978670604,2.772492500213294,5.806175822268166,0.3922352065776498
19,2002-08-31,127,1.1571183339151596,2.0928816660848404,1.8087014998746804,0.40924514191980566
19,2002-08-31,50,0.634319329925602,2.615680670074398,4.123602335090728,0.40505700860263993
19,2002-08-31,86,0.49763161713301485,2.752368382866985,5.53093551154184,0.470827055960412
19,2002-08-31,195,0.6715318707173586,2.5784681292826415,3.839680946979051,0.4768350259543116
19,2002-08-31,161,0.5462876013787156,2.7037123986212843,4.949247231307612,0.3933043631911755
19,2002-08-31,163,0.8830884749609222,2.366911525039078,2.6802654458193635,0.4453123179534817
19,2002-08-31,155,0.5485832881224697,2.7014167118775303,4.924351088278954,0.4771899884820579
19,2002-08-31,188,0.509783337169167,2.740216662830833,5.375257414350357,0.4857875604641079
19,2002-08-31,71,0.8401078502537053,2.4098921497462946,2.86855092357312,0.4077101742404323
19,2002-08-31,184,1.1188048925346807,2.1311951074653193,1.9048854019909074,0.4409780955685983
19,2002-08-31,136,0.31271064533166815,2.937289354668332,9.392994445561566,0.472368187776223
19,2002-08-31,115,0.7361251530828872,2.513874846917113,3.4150101193920923,0.4054646662166335
19,2002-08-31,205,1.6594609117609977,1.5905390882390023,0.9584673413916953,0.49628512964096616
19,2002-08-31,232,1.672061647185114,1.577938352814886,0.943708239149745,0.49069616522538984
19,2002-08-31,252,2.1505182929713267,1.0994817070286733,0.5112635919546363,0.49402433075667207
19,2002-08-31,265,2.660704467303165,0.589295532696835,0.2214810175044103,0.4909573129358229
19,2002-08-31,266,2.4599487921563665,0.7900512078436335,0.32116571302733604,0.4938778895817606
19,2002-08-31,268,2.766363301355374,0.4836366986446259,0.17482761516091147,0.49247685536148667
19,2002-08-31,271,2.845232517634195,0.4047674823658052,0.1422616534350481,0.48917801396573973
19,2002-08-31,272,2.934549673700964,0.315450326299036,0.10749530980036189,0.4828202087777639
19,2002-08-31,273,2.8400664219080096,0.4099335780919904,0.14433943337726213,0.4993356730672847
19,2002-08-31,274,2.699704667843368,0.5502953321566322,0.20383538196280934,0.48468071282470815
19,2002-08-31,276,2.706092558258294,0.5439074417417058,0.2009936578413924,0.48908779184360757
19,2002-08-31,278,2.9710846731526495,0.27891532684735054,0.09387659980467353,0.48939132175988115
19,2002-08-31,279,2.8836833102541957,0.36631668974580434,0.12703083186811995,0.48353662375414524
19,2002-08-31,280,2.6283484022617327,0.6216515977382673,0.23651795827498626,0.487971628040719
19,2002-08-31,283,2.88332860890626,0.3666713910937398,0.12716947695837907,0.4830484446262621
19,2002-08-31,290,2.769194321959093,0.4808056780409071,0.17362655781438863,0.4852745794267248
19,2002-08-31,297,2.8554896300288277,0.3945103699711723,0.13815857211401936,0.4961088525210463
24,2003-01-31,59,0.634441744851058,2.615558255148942,4.122613740940033,0.4960872757144669
88,2008-05-31,199,0.7901953307150764,2.4598046692849236,3.1129071176097143,0.4964194736683686
89,2008-06-30,153,0.6356849947461796,2.6143150052538204,4.112595116859225,0.4894144222069164
91,2008-08-31,36,0.7710462374817857,2.4789537625182145,3.215052018948182,0.4819232990309217
91,2008-08-31,262,0.8410571776918777,2.408942822308122,2.8641843696275324,0.48042383419078855
91,2008-08-31,261,1.22181053875428,2.02818946124572,1.6599868776001876,0.4519773208593696
91,2008-08-31,75,0.41033253964493155,2.8396674603550682,6.920405246954789,0.47816836144836933
91,2008-08-31,213,0.8399443903966355,2.4100556096033645,2.869303774343081,0.4700602678547042
91,2008-08-31,18,0.4254974542864821,2.8245025457135178,6.638118553376387,0.4946344564656614
91,2008-08-31,214,0.8839460412924637,2.3660539587075364,2.676695010985066,0.4338682675867059
91,2008-08-31,215,0.9839462924529896,2.2660537075470106,2.3030258103800687,0.47543925438206747
91,2008-08-31,206,0.9967607892255321,2.253239210774468,2.260561646415887,0.43329526847101424
92,2008-09-30,321,1.4613484674562818,1.7886515325437182,1.223973318052717,0.4988992404853055
92,2008-09-30,473,1.2769889468816547,1.9730110531183453,1.5450494367522467,0.4837188065431719
92,2008-09-30,451,1.48767056037425,1.76232943962575,1.1846234553316728,0.44554991217042245
92,2008-09-30,491,1.6650372451695579,1.5849627548304421,0.9519082887956891,0.44102228598332227
92,2008-09-30,502,1.7152126704801458,1.5347873295198542,0.8948087639127663,0.4838122180152113
92,2008-09-30,430,1.9584968587074914,1.2915031412925086,0.659435901339579,0.4741498679031394
92,2008-09-30,456,3.0,0.25,0.08333333333333333,0.47997764225727296
92,2008-09-30,495,2.704969995723842,0.5450300042761582,0.20149207020328144,0.48326985040125087
92,2008-09-30,483,2.9655489294563044,0.28445107054369556,0.09591852210506135,0.4795579238237432
92,2008-09-30,484,3.0,0.25,0.08333333333333333,0.47606501005660096
92,2008-09-30,494,2.7021656769003233,0.5478343230996767,0.2027389836910748,0.47684231009624817
92,2008-09-30,452,2.7114531965186037,0.5385468034813963,0.1986192511723487,0.4825571412720226
92,2008-09-30,412,3.0,0.25,0.08333333333333333,0.4883302977704023
92,2008-09-30,407,2.954264113385311,0.29573588661468886,0.10010475545322964,0.4882113039858809
92,2008-09-30,367,2.759740463658112,0.4902595363418878,0.17764697180691957,0.4890334935186401
92,2008-09-30,368,2.6824391754064774,0.5675608245935226,0.21158385614000683,0.48690256291870654
92,2008-09-30,434,2.786634401898275,0.46336559810172506,0.1662814461007433,0.49204789421749
92,2008-09-30,449,1.54370178991423,1.70629821008577,1.1053289056434754,0.4340144066203259
92,2008-09-30,485,2.5267171123726064,0.7232828876273936,0.28625400290585973,0.4962256198191584
92,2008-09-30,487,2.4865587063759347,0.7634412936240653,0.30702725484279925,0.49857833887627406
92,2008-09-30,492,2.5364268999744874,0.7135731000255126,0.28133004741145506,0.4803392785345329
92,2008-09-30,490,2.4163218038520635,0.8336781961479365,0.3450195229869214,0.4914755991578089
92,2008-09-30,371,1.4770454484309403,1.7729545515690597,1.200338522726205,0.4471119403477241
92,2008-09-30,422,2.560217563146353,0.6897824368536472,0.2694233672883433,0.49677742257424923
92,2008-09-30,488,2.3344193009579164,0.9155806990420836,0.3922091882406815,0.4737286000124744
92,2008-09-30,382,0.8001161395535894,2.449883860446411,3.0619103144367017,0.4818206889039197
92,2008-09-30,493,1.799570437551705,1.450429562448295,0.805986546668097,0.48670648710195397
92,2008-09-30,364,2.4148440488518665,0.8351559511481335,0.3458426027739584,0.49242904214736033
92,2008-09-30,486,1.8311371791553954,1.4188628208446046,0.7748533736282114,0.4871867036633506
92,2008-09-30,433,1.850056268267947,1.399943731732053,0.756703326133266,0.4942772319699674
92,2008-09-30,458,1.5355348650632492,1.7144651349367508,1.1165263478834337,0.4197329693993271
92,2008-09-30,497,2.171287388332421,1.0787126116675791,0.49680784656334487,0.4715357459462283
92,2008-09-30,444,2.4062226079388718,0.8437773920611282,0.35066472622991984,0.48639901085105947
92,2008-09-30,482,2.3655241029173646,0.8844758970826354,0.373902720328161,0.47676168690434234
92,2008-09-30,489,2.078851428280822,1.1711485717191779,0.5633632859889846,0.4649485902122648
92,2008-09-30,418,2.2839542037797735,0.9660457962202265,0.42297073847693306,0.49634802817444384
92,2008-09-30,500,2.2440370824814098,1.0059629175185902,0.4482826622482625,0.4771136588460946
92,2008-09-30,360,2.4718031009265298,0.7781968990734702,0.31482964754829024,0.49696289898045704
92,2008-09-30,435,0.9961791416014385,2.2538208583985613,2.2624654183938864,0.4773234231272159
92,2008-09-30,496,2.1753915676948976,1.0746084323051024,0.49398390996053454,0.45844815929676513
92,2008-09-30,479,0.7835372386897841,2.4664627613102157,3.1478564636373725,0.4049981566571619
92,2008-09-30,453,1.2892289697874522,1.9607710302125478,1.5208865734190018,0.40804047850991404
92,2008-09-30,413,1.8094183809709747,1.4405816190290253,0.7961572813557783,0.48734653913065273
92,2008-09-30,481,1.8587559907406899,1.3912440092593101,0.748481251003214,0.45708426064094065
92,2008-09-30,441,0.7547163794208772,2.495283620579123,3.3062534332352103,0.4302504013606612
92,2008-09-30,475,1.0262338701292364,2.2237661298707634,2.1669194465299793,0.40516281809017696
92,2008-09-30,421,1.6370712533390859,1.6129287466609141,0.9852526231653455,0.44579524640885665
92,2008-09-30,472,0.8311693487288551,2.418830651271145,2.9101538151886523,0.4327458413381852
92,2008-09-30,392,0.7365237212219191,2.513476278778081,3.4126209466928428,0.4730475196809857
92,2008-09-30,455,0.8136128502500853,2.4363871497499145,2.994528846245517,0.4185270688605114
92,2008-09-30,380,1.2703307363291294,1.9796692636708706,1.5583888565835338,0.3925926414873823
92,2008-09-30,454,0.9254947012972328,2.3245052987027672,2.5116354479875374,0.4992577524501566
92,2008-09-30,465,1.2901599889958864,1.9598400110041136,1.519067423978502,0.4357491236474195
92,2008-09-30,390,0.9859617004701522,2.264038299529848,2.296274082908342,0.4507833100235368
92,2008-09-30,501,0.9119266421917447,2.3380733578082555,2.563883156422405,0.4585606887680038
92,2008-09-30,372,0.8848937867072733,2.3651062132927265,2.6727571702061392,0.4720702594615922
92,2008-09-30,386,1.0255178128965192,2.224482187103481,2.1691307153608106,0.41643813707099947
92,2008-09-30,498,1.94567244450488,1.30432755549512,0.6703736588236646,0.41716731246455785
92,2008-09-30,381,0.8508921996873099,2.39910780031269,2.819520264957566,0.43843228324681954
92,2008-09-30,397,1.0544547154671196,2.1955452845328804,2.0821617584215195,0.44362335188757684
92,2008-09-30,394,0.729141358332146,2.520858641667854,3.4572975635809793,0.46177971925466765
92,2008-09-30,391,1.2857973571723895,1.9642026428276105,1.5276144657406274,0.43162075711732856
92,2008-09-30,379,1.333738785799883,1.916261214200117,1.436759007537505,0.44828611266101875
92,2008-09-30,467,0.8597557906593347,2.3902442093406653,2.7801431933451943,0.461210904749779
92,2008-09-30,457,1.1573385742631936,2.0926614257368064,1.8081670068493787,0.45646931606428265
92,2008-09-30,375,1.4647762841244796,1.7852237158755204,1.218768855847893,0.4036614509902458
92,2008-09-30,249,1.310306004325848,1.939693995674152,1.4803366459975307,0.4212118014886821
92,2008-09-30,376,1.353539413545336,1.896460586454664,1.401112200705889,0.4103664788366586
92,2008-09-30,377,1.1099923040810469,2.1400076959189533,1.9279482281551918,0.3909773924786142
92,2008-09-30,466,0.9076114609165737,2.3423885390834265,2.580827413437362,0.3936986663532542
92,2008-09-30,298,1.3083423233486988,1.9416576766513012,1.4840593642813857,0.4662260614253164
92,2008-09-30,373,1.6002923884697404,1.6497076115302596,1.0308788715215798,0.42632433651362756
92,2008-09-30,464,1.1461475209811347,2.1038524790188653,1.8355861182842397,0.3873319076502175
92,2008-09-30,275,2.161911723466045,1.0880882765339548,0.503299123976023,0.4811153810892895
92,2008-09-30,296,2.172631389561923,1.0773686104380769,0.4958819133398009,0.4825561441394668
92,2008-09-30,299,2.118149711869516,1.131850288130484,0.5343580209594784,0.49089255676120486
92,2008-09-30,300,2.4499585617221458,0.8000414382778542,0.32655304900972787,0.4569601101158159
92,2008-09-30,267,2.378323020394487,0.871676979605513,0.36650907893114115,0.4488490715351769
92,2008-09-30,292,2.1077285248837767,1.1422714751162233,0.5419443071679308,0.485471906480929
92,2008-09-30,269,3.0,0.25,0.08333333333333333,0.4650551526013799
92,2008-09-30,225,0.4672005161728671,2.782799483827133,5.956327930933791,0.45387480283736253
92,2008-09-30,287,2.6687861614202992,0.5812138385797008,0.21778209396528983,0.4675668918779636
92,2008-09-30,286,2.182707287543786,1.0672927124562142,0.48897656527149147,0.4657539797641974
92,2008-09-30,264,1.8912026886988271,1.3587973113011729,0.7184831744481305,0.48643472252011705
92,2008-09-30,289,1.9649667234221537,1.2850332765778463,0.6539720297857531,0.4499144962772529
92,2008-09-30,284,2.06590186512982,1.18409813487018,0.5731628180682106,0.45503398549167806
92,2008-09-30,288,2.264710722881059,0.985289277118941,0.43506186779806566,0.44249852327401434
92,2008-09-30,208,0.8866790303254622,2.363320969674538,2.665362424108601,0.4246135807092514
92,2008-09-30,234,0.5482267363863051,2.7017732636136946,4.928204124853013,0.4502545684171456
92,2008-09-30,277,2.138576100389204,1.111423899610796,0.5197027589565438,0.4468109445350028
